Date,Predicted,Actual
20/04/1990 00:00:00,118,577783026884,138
21/04/1990 00:00:00,118,516140179891,145
22/04/1990 00:00:00,118,45502156376,147
23/04/1990 00:00:00,118,394422720261,112
24/04/1990 00:00:00,118,334339229078,127
25/04/1990 00:00:00,118,274766707487,137
26/04/1990 00:00:00,118,215700810035,115
27/04/1990 00:00:00,118,157137228227,104
28/04/1990 00:00:00,118,099071690206,89
29/04/1990 00:00:00,118,041499960446,111
30/04/1990 00:00:00,117,98441783944,95
01/05/1990 00:00:00,117,927821163395,130
02/05/1990 00:00:00,117,87170580393,139
03/05/1990 00:00:00,117,816067667771,126
04/05/1990 00:00:00,117,760902696457,143
05/05/1990 00:00:00,117,706206866038,160
06/05/1990 00:00:00,117,651976186788,133
07/05/1990 00:00:00,117,598206702909,70
08/05/1990 00:00:00,117,544894492247,49
09/05/1990 00:00:00,117,492035666,69
10/05/1990 00:00:00,117,439626368439,137
11/05/1990 00:00:00,117,387662776627,106
12/05/1990 00:00:00,117,336141100136,123
13/05/1990 00:00:00,117,285057580774,111
14/05/1990 00:00:00,117,23440849231,102
15/05/1990 00:00:00,117,184190140202,95
16/05/1990 00:00:00,117,134398861329,89
17/05/1990 00:00:00,117,085031023719,134
18/05/1990 00:00:00,117,036083026291,91
19/05/1990 00:00:00,116,987551298586,94
20/05/1990 00:00:00,116,939432300512,87
21/05/1990 00:00:00,116,89172252208,58
22/05/1990 00:00:00,116,844418483154,45
23/05/1990 00:00:00,116,797516733193,72
24/05/1990 00:00:00,116,751013851001,100
25/05/1990 00:00:00,116,704906444475,105
26/05/1990 00:00:00,116,659191150362,107
27/05/1990 00:00:00,116,613864634009,82
28/05/1990 00:00:00,116,568923589125,61
29/05/1990 00:00:00,116,524364737535,45
30/05/1990 00:00:00,116,480184828941,61
31/05/1990 00:00:00,116,436380640689,98
01/06/1990 00:00:00,116,392948977532,97
02/06/1990 00:00:00,116,349886671393,82
03/06/1990 00:00:00,116,307190581141,84
04/06/1990 00:00:00,116,264857592356,85
05/06/1990 00:00:00,116,222884617106,104
06/06/1990 00:00:00,116,181268593717,68
07/06/1990 00:00:00,116,140006486555,60
08/06/1990 00:00:00,116,099095285801,66
09/06/1990 00:00:00,116,058532007232,78
10/06/1990 00:00:00,116,018313692004,103
11/06/1990 00:00:00,115,978437406438,72
12/06/1990 00:00:00,115,938900241801,74
13/06/1990 00:00:00,115,899699314098,114
14/06/1990 00:00:00,115,860831763861,54
15/06/1990 00:00:00,115,82229475594,44
16/06/1990 00:00:00,115,784085479294,64
17/06/1990 00:00:00,115,74620114679,93
18/06/1990 00:00:00,115,708638994997,77
19/06/1990 00:00:00,115,671396283986,81
20/06/1990 00:00:00,115,634470297127,83
21/06/1990 00:00:00,115,597858340896,91
22/06/1990 00:00:00,115,561557744674,77
23/06/1990 00:00:00,115,525565860553,106
24/06/1990 00:00:00,115,489880063146,82
25/06/1990 00:00:00,115,454497749391,79
26/06/1990 00:00:00,115,419416338364,52
27/06/1990 00:00:00,115,38463327109,59
28/06/1990 00:00:00,115,350146010357,37
29/06/1990 00:00:00,115,31595204053,56
30/06/1990 00:00:00,115,282048867367,94
01/07/1990 00:00:00,115,248434017839,74
02/07/1990 00:00:00,115,215105039947,73
03/07/1990 00:00:00,115,182059502546,77
04/07/1990 00:00:00,115,149294995166,77
05/07/1990 00:00:00,115,116809127835,93
06/07/1990 00:00:00,115,084599530908,44
07/07/1990 00:00:00,115,052663854891,57
08/07/1990 00:00:00,115,020999770272,102
09/07/1990 00:00:00,114,989604967348,102
10/07/1990 00:00:00,114,958477156062,93
11/07/1990 00:00:00,114,927614065827,54
12/07/1990 00:00:00,114,897013445372,50
13/07/1990 00:00:00,114,866673062566,76
14/07/1990 00:00:00,114,836590704264,96
15/07/1990 00:00:00,114,806764176142,104
16/07/1990 00:00:00,114,777191302537,112
17/07/1990 00:00:00,114,747869926287,91
18/07/1990 00:00:00,114,718797908577,112
19/07/1990 00:00:00,114,689973128782,68
20/07/1990 00:00:00,114,661393484309,83
21/07/1990 00:00:00,114,633056890447,97
22/07/1990 00:00:00,114,604961280215,96
23/07/1990 00:00:00,114,57710460421,98
24/07/1990 00:00:00,114,549484830456,108
25/07/1990 00:00:00,114,522099944261,92
26/07/1990 00:00:00,114,494947948063,65
27/07/1990 00:00:00,114,468026861291,81
28/07/1990 00:00:00,114,441334720215,73
29/07/1990 00:00:00,114,414869577806,79
30/07/1990 00:00:00,114,388629503595,60
31/07/1990 00:00:00,114,362612583526,50
01/08/1990 00:00:00,114,336816919826,68
02/08/1990 00:00:00,114,311240630857,98
03/08/1990 00:00:00,114,285881850986,57
04/08/1990 00:00:00,114,260738730443,86
05/08/1990 00:00:00,114,235809435193,106
06/08/1990 00:00:00,114,211092146795,78
07/08/1990 00:00:00,114,186585062273,77
08/08/1990 00:00:00,114,162286393986,86
09/08/1990 00:00:00,114,138194369493,65
10/08/1990 00:00:00,114,114307231429,69
11/08/1990 00:00:00,114,090623237372,64
12/08/1990 00:00:00,114,06714065972,85
13/08/1990 00:00:00,114,043857785562,78
14/08/1990 00:00:00,114,020772916555,93
15/08/1990 00:00:00,113,997884368798,84
16/08/1990 00:00:00,113,97519047271,78
17/08/1990 00:00:00,113,952689572912,74
18/08/1990 00:00:00,113,930380028099,77
19/08/1990 00:00:00,113,908260210927,89
20/08/1990 00:00:00,113,886328507889,97
21/08/1990 00:00:00,113,864583319202,99
22/08/1990 00:00:00,113,843023058687,61
23/08/1990 00:00:00,113,821646153655,66
24/08/1990 00:00:00,113,80045104479,76
25/08/1990 00:00:00,113,779436186039,74
26/08/1990 00:00:00,113,758600044496,80
27/08/1990 00:00:00,113,737941100293,21
28/08/1990 00:00:00,113,717457846483,59
29/08/1990 00:00:00,113,697148788941,116
30/08/1990 00:00:00,113,677012446243,86
31/08/1990 00:00:00,113,657047349566,79
01/09/1990 00:00:00,113,637252042579,60
02/09/1990 00:00:00,113,617625081334,95
03/09/1990 00:00:00,113,598165034164,86
04/09/1990 00:00:00,113,578870481578,76
05/09/1990 00:00:00,113,559740016156,104
06/09/1990 00:00:00,113,540772242448,103
07/09/1990 00:00:00,113,521965776868,75
08/09/1990 00:00:00,113,503319247602,30
09/09/1990 00:00:00,113,484831294498,53
10/09/1990 00:00:00,113,466500568973,105
11/09/1990 00:00:00,113,448325733912,146
12/09/1990 00:00:00,113,430305463573,126
13/09/1990 00:00:00,113,412438443485,98
14/09/1990 00:00:00,113,39472337036,72
15/09/1990 00:00:00,113,377158951991,101
16/09/1990 00:00:00,113,35974390716,104
17/09/1990 00:00:00,113,342476965546,37
18/09/1990 00:00:00,113,325356867632,73
19/09/1990 00:00:00,113,30838236461,116
20/09/1990 00:00:00,113,291552218294,163
21/09/1990 00:00:00,113,274865201029,96
22/09/1990 00:00:00,113,258320095596,68
23/09/1990 00:00:00,113,241915695133,52
24/09/1990 00:00:00,113,225650803038,106
25/09/1990 00:00:00,113,209524232886,163
26/09/1990 00:00:00,113,193534808344,98
27/09/1990 00:00:00,113,177681363079,46
28/09/1990 00:00:00,113,161962740679,111
29/09/1990 00:00:00,113,146377794568,87
30/09/1990 00:00:00,113,130925387917,100
01/10/1990 00:00:00,113,11560439357,113
02/10/1990 00:00:00,113,100413693952,105
03/10/1990 00:00:00,113,085352180994,99
04/10/1990 00:00:00,113,070418756052,110
05/10/1990 00:00:00,113,055612329822,140
06/10/1990 00:00:00,113,040931822267,92
07/10/1990 00:00:00,113,026376162533,98
08/10/1990 00:00:00,113,011944288874,60
09/10/1990 00:00:00,112,997635148572,98
10/10/1990 00:00:00,112,983447697863,92
11/10/1990 00:00:00,112,969380901858,118
12/10/1990 00:00:00,112,955433734472,103
13/10/1990 00:00:00,112,941605178343,75
14/10/1990 00:00:00,112,927894224762,77
15/10/1990 00:00:00,112,9142998736,158
16/10/1990 00:00:00,112,90082113323,146
17/10/1990 00:00:00,112,887457020462,105
18/10/1990 00:00:00,112,874206560464,113
19/10/1990 00:00:00,112,861068786697,109
20/10/1990 00:00:00,112,84804274084,64
21/10/1990 00:00:00,112,835127472723,109
22/10/1990 00:00:00,112,822322040255,90
23/10/1990 00:00:00,112,809625509358,109
24/10/1990 00:00:00,112,797036953898,124
25/10/1990 00:00:00,112,784555455617,116
26/10/1990 00:00:00,112,772180104065,133
27/10/1990 00:00:00,112,759909996537,144
28/10/1990 00:00:00,112,747744238002,184
29/10/1990 00:00:00,112,735681941043,136
30/10/1990 00:00:00,112,723722225788,149
31/10/1990 00:00:00,112,71186421985,148
01/11/1990 00:00:00,112,700107058259,154
02/11/1990 00:00:00,112,688449883403,118
03/11/1990 00:00:00,112,676891844961,130
04/11/1990 00:00:00,112,665432099845,111
05/11/1990 00:00:00,112,654069812136,125
06/11/1990 00:00:00,112,642804153026,183
07/11/1990 00:00:00,112,631634300752,192
08/11/1990 00:00:00,112,620559440543,154
09/11/1990 00:00:00,112,609578764554,131
10/11/1990 00:00:00,112,598691471813,115
11/11/1990 00:00:00,112,587896768158,86
12/11/1990 00:00:00,112,577193866181,126
13/11/1990 00:00:00,112,566581985171,138
14/11/1990 00:00:00,112,556060351055,146
15/11/1990 00:00:00,112,545628196346,132
16/11/1990 00:00:00,112,53528476008,123
17/11/1990 00:00:00,112,525029287768,88
18/11/1990 00:00:00,112,514861031334,107
19/11/1990 00:00:00,112,504779249068,99
20/11/1990 00:00:00,112,494783205563,83
21/11/1990 00:00:00,112,484872171671,150
22/11/1990 00:00:00,112,475045424441,122
23/11/1990 00:00:00,112,465302247073,105
24/11/1990 00:00:00,112,45564192886,111
25/11/1990 00:00:00,112,446063765142,130
26/11/1990 00:00:00,112,43656705725,129
27/11/1990 00:00:00,112,427151112457,88
28/11/1990 00:00:00,112,417815243928,147
29/11/1990 00:00:00,112,408558770667,147
30/11/1990 00:00:00,112,399381017472,127
01/12/1990 00:00:00,112,390281314882,133
02/12/1990 00:00:00,112,381258999128,132
03/12/1990 00:00:00,112,372313412088,162
04/12/1990 00:00:00,112,363443901235,173
05/12/1990 00:00:00,112,354649819594,205
06/12/1990 00:00:00,112,34593052569,202
07/12/1990 00:00:00,112,337285383502,194
08/12/1990 00:00:00,112,328713762422,155
09/12/1990 00:00:00,112,320215037201,141
10/12/1990 00:00:00,112,311788587909,110
11/12/1990 00:00:00,112,303433799888,111
12/12/1990 00:00:00,112,295150063708,140
13/12/1990 00:00:00,112,28693677512,114
14/12/1990 00:00:00,112,278793335015,125
15/12/1990 00:00:00,112,270719149379,134
16/12/1990 00:00:00,112,262713629249,136
17/12/1990 00:00:00,112,254776190672,139
18/12/1990 00:00:00,112,246906254659,172
19/12/1990 00:00:00,112,239103247147,147
20/12/1990 00:00:00,112,231366598954,154
21/12/1990 00:00:00,112,22369574574,131
22/12/1990 00:00:00,112,216090127961,132
23/12/1990 00:00:00,112,208549190834,139
24/12/1990 00:00:00,112,201072384295,100
25/12/1990 00:00:00,112,193659162955,129
26/12/1990 00:00:00,112,186308986066,146
27/12/1990 00:00:00,112,179021317476,140
28/12/1990 00:00:00,112,171795625596,136
29/12/1990 00:00:00,112,164631383354,135
30/12/1990 00:00:00,112,157528068164,157
